"AGB_P_11.3","<b>(3)</b> Privatkunden bitten wir um eine unmittelbare Prüfung der erhaltenen Ware. Offensichtliche Mängel, Falschlieferungen, Fehl- oder Mehrmengen sind uns gegenüber binnen 2 Wochen nach Auftreten des Mangels schriftlich anzuzeigen. Schadensersatzansprüche des Kunden wegen offensichtlicher Sachmängel der gelieferten Ware sind ausgeschlossen, wenn uns der Mangel nicht innerhalb einer Frist von zwei Wochen nach Ablieferung der Ware anzeigt wird. Bei Sachmängeln kann Mangelbeseitigung oder die Lieferung mangelfreier Ware verlangt werden. Die mangelhafte Ware ist in jedem Fall an Rapidfacture zurücksenden. Firmenkunden haben die Ware unverzüglich nach Übersendung sorgfältig zu untersuchen. Die Ware gilt als vom Kunden genehmigt, wenn uns offensichtliche Mängel nicht binnen fünf Werktagen nach Lieferung oder kleinere Mängel nicht binnen fünf Werktagen nach deren Entdeckung angezeigt werden. Bei Mängeln kann Rapidfacture zwischen Mängelbeseitigung oder der Lieferung mangelfreier Ware wählen, wobei die Entscheidung hierüber in Textform (auch per Telefax oder E-Mail) dem Kunden binnen drei Arbeitstagen nach Benachrichtigung über den Mangel erfolgt. Wir können die vom Kunden gewählte Art der Nacherfüllung verweigern, wenn diese nur mit unverhältnismäßigen Kosten möglich ist."
"AGB_P_11.4","<b>(4)</b> Falls eine Nacherfüllung fehlschlägt, dem Kunden unzumutbar ist oder wir die Nacherfüllung verweigern, ist der Kunde jeweils nach Maßgabe des anwendbaren Rechts berechtigt, vom Kaufvertrag zurückzutreten, den Kaufpreis zu mindern oder Schadensersatz oder Ersatz seiner vergeblichen Aufwendungen zu verlangen."
"AGB_P_11.5","<b>(5)</b> Bei technischen Daten und Materialpreisen auf unserer Webseite, handelt es sich um Richtwerte, für deren Richtigkeit keine Gewähr übernommen wird. Die Berechnungssoftware der Website dient als Hilfestellung zur Grobauslegung. Rapidfacture übernimmt keine Gewähr für die Korrektheit der Ergebnisse."
"AGB_P_12.1","<b>(1)</b> Soweit sich aus diesen AGBs einschließlich nachfolgender Bestimmungen nichts anderes ergibt, haften wir bei Verletzung vertraglicher und außervertraglicher Pflichten nach den einschlägigen gesetzlichen Vorschriften."
"AGB_P_12.2","<b>(2)</b> Rapidfacture haftet auf Schadensersatz, gleich aus welchem Rechtsgrund, bei Vorsatz und grober Fahrlässigkeit. Bei einfacher Fahrlässigkeit nur für Schäden aus der Verletzung des Lebens, des Körpers oder der Gesundheit sowie für Schäden aus der Verletzung einer wesentlichen Vertragspflicht. In diesem Fall wird die Haftung jedoch auf den Ersatz des vorhersehbaren, typischerweise eintretenden Schadens begrenzt. Für Schäden aus Unmöglichkeit und Verzug haftet Rapidfacture wegen der Verletzung von Kardinalspflichten."
"AGB_P_12.3","<b>(3)</b> Diese Haftungsbegrenzungen gelten nicht bei arglistig verschwiegenen Mängeln, bei Verletzung einer zusätzlich vereinbarten Beschaffenheitsgarantie oder bei Kundenansprüchen nach dem Produkthaftungsgesetz."
"AGB_P_12.4","<b>(4)</b> Bei einer Pflichtverletzung außerhalb von Mängeln, kann der Besteller lediglich dann zurücktreten oder kündigen, wenn Rapidfacture die Verletzung zu vertreten hat. Ein freies Kündigungsrecht des Bestellers – insbesondere gem. §§ 651, 649 BGB – wird ausgeschlossen. Es gelten die gesetzlichen Voraussetzungen und Rechtsfolgen."
"AGB_P_12.5","<b>(5)</b> Die Datenkommunikation über das Internet kann nach dem derzeitigen Stand der Technik nicht fehlerfrei und/oder jederzeit verfügbar gewährleistet werden. Rapidfacture haftet insoweit weder für die ständige, noch ununterbrochene Verfügbarkeit der Webseite und der dort angebotenen Dienstleistung."
"AGB_P_12.6","<b>(6)</b> Bei Verletzung fremder Schutzrechte durch einen Liefergegenstand nach Zeichnungen, Modellen, Mustern, Entwicklungen oder sonstigen Angaben des Kunden oder unter Verwendung von durch den Kunden bereitgestellter Teile, hat der Kunde uns von Ansprüchen freizustellen und den entstandenen Schaden zu ersetzen sowie die notwendigen Kosten der Rechtsverteidigung zu übernehmen, soweit der Kunde die Pflichtverletzung zu vertreten hat."
"AGB_P_13.1","<b>(1)</b> Es besteht kein Widerrufsrecht nach den gesetzlichen Bestimmungen (§ 312 g BGB), da es sich bei sämtlichen von uns vertriebenen Produkten einschließlich aller Produkte auf unserer Website um individuell nach Kundenwünschen hergestellte, nicht vorgefertigte Ware handelt. Sofern ein Auftrag noch nicht in Produktion ist, kann ein Auftrag jedoch nach Ermessen von Rapidfacture storniert werden. In diesem Fall bitten wir Sie, sofort mit uns telefonisch Kontakt aufzunehmen."
"AGB_P_13.2","<b>(2)</b> Obwohl wir ausschließlich Sonderanfertigungen ohne Widerrufsrecht verkaufen, veranlasst uns der Gesetzgeber auf das gewöhnliche Widerrufsrecht von Privatkunden für vorgefertigte Ware hinzuweisen: Sie haben das Recht, binnen 14 Tagen ohne Angabe von Gründen diesen Vertrag zu widerrufen. Die Widerrufsfrist beträgt 14 Tage ab dem Tag, an dem Sie oder ein von Ihnen benannter Dritter, der nicht Beförderer ist, die Waren in Besitz genommen haben bzw. hat. Zum Widerruf, müssen Sie uns mittels eindeutiger Erklärung (per Brief, Telefax oder E-Mail; unser Widerrufsformular finden sie <a href='../img/downloads/widerrufsformular.pdf'>hier</a> zum Download) über Ihren Entschluss eine Mitteilung innerhalb der Widerrufsfrist senden."
"AGB_P_14.1","<b>(1)</b> Der zwischen uns und dem Kunden bestehende Kaufvertrag unterliegt vorbehaltlich zwingender internationalprivatrechtlicher Vorschriften, dem Recht der Bundesrepublik Deutschland unter Ausschluss des UN-Kaufrechtsübereinkommens."
"AGB_P_14.2","<b>(2)</b> Ist der Kunde Kaufmann iSd. § 1 Abs. 1 des Handelsgesetzbuches (HGB), eine juristische Person des öffentlichen Rechts oder ein öffentlich-rechtliches Sondervermögen, so sind ausschließlich die Gerichte am Sitz von Rapidfacture für alle Streitigkeiten aus oder im Zusammenhang mit dem betreffenden Vertragsverhältnis zuständig. In allen anderen Fällen können wir oder der Kunde Klage vor jedem aufgrund gesetzlicher Vorschriften zuständigen Gericht erheben."
"AGB_P_14.3","<b>(3)</b> Ansprüche des Kunden aus dem Vertrag sind nicht übertrag- oder abtretbar."
"AGB_P_14.4","<b>(4)</b> Der Gerichtsstand ist Ingolstadt."
"AGB_P_2.1","<b>(1)</b> Bei der Nutzung des Online-Portals www.rapidfacture.com kann der Kunde verschiedene Dienste in Anspruch nehmen. Dies schließt zum Beispiel die Versendung von fertigen technischen Zeichnungen an Rapidfacture und die Erstellung neuer technischer Zeichnungen im Rapidfacture Online-CAD ein. Der Kunde verpflichtet sich, bei der Nutzung des Online-Portals diese AGB sowie geltendes Recht, insbesondere Straf-, Wettbewerbs-, Marken -, Urheber-, Persönlichkeits-, Datenschutzrecht zu beachten und keine Rechte Dritter zu verletzen."
"AGB_P_2.2","<b>(2)</b> Dem Nutzer ist es untersagt, Manipulationen am Betrieb des Online-Portals oder der dahinter stehenden technischen Infrastruktur und deren Funktionen durchzuführen. Das Kopieren, Überschreiben, Modifizieren des Programmiercodes und/oder sonstigen Inhalten ist ebenfalls untersagt."
"AGB_P_3.1","<b>(1)</b> Mit erfolgreicher Registrierung auf www.rapidfacture.com erhält der Kunde einen Account. Firmenkunden können zusätzlich Benutzer bzw. ein Nutzerprofil für die jeweiligen Mitarbeiter anlegen. Der Account bzw. das Nutzerprofil ist durch einen Benutzernamen und ein Passwort (nachfolgend „Login-Daten“) geschützt, die im Rahmen der Registrierung festgelegt werden. Der Kunde hat dafür Sorge zu tragen, dass seine Login-Daten Dritten nicht zugänglich sind. Im Falle des Abhandenkommens der Login-Daten oder im Falle des Verdachts, dass ein Dritter von ihnen Kenntnis hat oder den Account des Kunden nutzt, ist der Kunde verpflichtet, Rapidfacture hierüber unverzüglich zu informieren und seine Login-Daten zu ändern."
"AGB_P_3.2","<b>(2)</b> Der Kunde sichert zu, dass die bei der Erstellung seines Accounts bzw. des Nutzerprofils verwendeten Daten zutreffend und vollständig sind. Der Kunde ist verpflichtet, jegliche Änderungen seiner Account- und Profil-Daten umgehend auch in seinem Account bzw. Nutzerprofil auf dem Online-Portal zu ändern."
"AGB_P_3.3","<b>(3)</b> Der Kunde kann seinen Account bzw. sein Nutzerprofil jederzeit unwiderruflich löschen. Die Kündigung ist schriftlich per E-Mail zu richten an info@rapidfacture.com bzw. per Post an Rapidfacture GmbH, Lerchenhöhe 22, DE-85276 Pfaffenhofen."
"AGB_P_4.1","<b>(1)</b> Unsere Angebote sind stets freibleibend und unverbindlich."
"AGB_P_4.2","<b>(2)</b> Sämtliche Lieferfristen beginnen bei Vorkasse am Tag des Eingangs des vollständigen Kaufpreises. Bei Bezahlung per Nachnahme/Rechnung am Tag des Zustandekommens des Kaufvertrages."
"AGB_P_4.3","<b>(3)</b> Wir senden dem Kunden unverzüglich nach Eingang der Anfrage eine Bestätigung über den Erhalt. Dies stellt keine Annahme des Angebots dar. Rapidfacture überprüft das vom Kunden abgegebene Angebot auf seine rechtliche und tatsächliche Durchführbarkeit. Das Angebot gilt erst als von uns angenommen, sobald wir gegenüber dem Kunden (per E-Mail) die Annahme erklären oder die Ware absenden. Der Vertrag mit dem Kunden kommt erst mit unserer Annahme zustande. Sofern sich aus der Bestellung nichts anderes ergibt, sind wir berechtigt, das Vertragsangebot innerhalb von 2 Wochen nach seinem Zugang bei uns anzunehmen."
"AGB_P_4.4","<b>(4)</b> Rapidfacture ist berechtigt, u.a. in folgenden Fällen ganz oder teilweise zurückzutreten:"
"AGB_P_4.5","(a) Die Herstellung oder Lieferung des Produktes wird aufgrund höherer Gewalt und aufgrund von Ereignissen (insbesondere Kriegs- oder Ausnahmezustände, Unruhen, Streik, Aussperrung, behördliche Anordnung, Rohstoffmangel und Erkrankungen; dies alles auch bei Lieferanten von Rapidfacture) wesentlich erschwert oder unmöglich gemacht;"
"AGB_P_4.6","(b) Die Herstellung des Produktes ist mit besonderen technischen Problemen behaftet, die zum Zeitpunkt der Bestellung nicht vorhersehbar waren;"
"AGB_P_4.7","(c) Die Herstellung des Produktes ist Rapidfacture aus wirtschaftlichen Gründen unzumutbar, die zum Zeitpunkt der Bestellung nicht vorhersehbar waren;"
"AGB_P_4.8","(d) Der Kunde wird zahlungsunfähig oder das Insolvenzverfahren wird über das Vermögen des Kunden eröffnet"
"AGB_P_5.1","Siehe <a href='https://www.rapidfacture.com/de/privacy-policy.html'>Datenschutzerklärung</a>"
"AGB_P_6.1","<b>(1)</b> Unsere Preise schließen die gesetzliche Umsatzsteuer, Verpackungs- und Versandkosten mit ein. Etwaige Zölle, Gebühren, Steuern und sonstige öffentliche Abgaben hat der Kunde zu tragen."
"AGB_P_6.2","<b>(2)</b> Soweit nicht anderes vereinbart, erfolgt die Zahlung nach Wahl des Kunden per Rechnung/Überweisung oder per „PayPal“."
"AGB_P_6.3","<b>(3)</b> Der Versand der Rechnungen erfolgt elektronisch, an die hinterlegte E-Mail Adresse des Kunden. Kunden mit Sitz in Deutschland haben darüber hinaus das Recht, innerhalb von 6 Monaten nach Ausstellungsdatum per E-Mail an bill@rapidfacture.com die Übersendung einer Rechnung von Rapidfacture per Post zu verlangen."
"AGB_P_6.4","<b>(4)</b> Bei Lieferung auf Rechnung, ist die Zahlung soweit nicht anders vereinbart innerhalb von 5 Werktagen nach Zugang der Rechnung beim Kunden fällig."
"AGB_P_6.5","<b>(5)</b> In bestimmten Fällen hält sich Rapidfacture vor, die Ware ausschließlich per Vorauskasse zu verkaufen. Die Zahlung hat dann innerhalb von 3 Werktagen zu erfolgen."
"AGB_P_6.6","<b>(6)</b> Dem Kunden steht kein Aufrechnungs- oder Zurückbehaltungsrecht zu, soweit nicht die Gegenforderung unbestritten oder rechtskräftig festgestellt ist."
"AGB_P_6.7","<b>(7)</b> Nach Fälligkeit können Verzugszinsen in Höhe von 8% über dem jeweiligen Basiszinssatz, mindestens jedoch 12% pro anno berechnet werden. Rapidfacture behält sich die Geltendmachung eines weitergehenden Verzugsschadens vor. Gegenüber Kaufleuten bleibt der Anspruch von Rapidfacture auf den kaufmännischen Fälligkeitszins nach § 353 HGB unberührt."
"AGB_P_7.1","<b>(1)</b> Die Produkte werden nach den vom Kunden angegebenen Produktspezifikationen gefertigt. Die Verwendbarkeit des Produktes, zu einem vom Kunden vorausgesetzten Zweck, ist Risiko des Kunden."
"AGB_P_7.2","<b>(2)</b> Die Produkte werden von Dritten oder von Rapidfacture selbst hergestellt. Rapidfacture ist nicht verpflichtet, den Kunden hierüber zu informieren."
"AGB_P_7.3","<b>(3)</b> Stellt der Kunde eine Anfrage an Rapidfacture und gerät danach an Informationen des auszuführenden Fertigungspartners, so darf der Kunde die Bestellung bei Rapidfacture nicht umgehen, um seine Bestellung direkt beim Rapidfacture-Fertigungspartner zu platzieren."
"AGB_P_7.4","<b>(5)</b> Falls nicht genauer angegeben, gilt für die Maße der gelieferte Bauteile die Allgemeintoleranzen nach DIN 2768-m."
"AGB_P_8.1","<b>(1)</b> Soweit nicht anders vereinbart, bestimmt Rapidfacture die Versandart und das Transportunternehmen. Wir sind zu Teillieferungen von getrennt nutzbaren Produkten berechtigt, wobei wir die zusätzlich verursachten Versandkosten tragen."
"AGB_P_8.2","<b>(2)</b> Wir schulden nur die rechtzeitige, ordnungsgemäße Ablieferung der Ware an das Transportunternehmen und sind für vom Transportunternehmen verursachte Verzögerungen nicht verantwortlich. Eine von uns genannte Versanddauer ist daher unverbindlich."
"AGB_P_8.3","<b>(3)</b> Bei Privatkunden geht die Gefahr des zufälligen Untergangs, der zufälligen Beschädigung oder des zufälligen Verlusts der gelieferten Ware in dem Zeitpunkt auf den Kunden über, in dem die Ware an den Kunden ausgeliefert wird oder der Kunde in Annahmeverzug gerät. In allen anderen Fällen geht die Gefahr mit der Auslieferung der Ware an das Transportunternehmen auf den Kunden über."
"AGB_P_8.4","<b>(4)</b> Wir versichern die Ware auf expliziten Kundenwunsch gegen die üblichen Transportrisiken."
"AGB_P_8.5","<b>(5)</b> Der Kunde darf die Annahme von Lieferungen bei geringen Mängeln nicht verweigern."
"AGB_P_9.1","<b>(1)</b> Sofern kein fester Versandtermin vereinbart ist, gelten angegebene Fristen und Termine für den Versand der Ware stets nur annähernd und dürfen um bis zu fünf Werktage überschritten werden."
"AGB_P_9.2","<b>(2)</b> Sämtliche Lieferfristen beginnen bei Vorkasse am Tag des Eingangs des vollständigen Kaufpreises. Bei Bezahlung per Nachnahme/Rechnung am Tag des Zustandekommens des Kaufvertrages."
"AGB_P_9.3","<b>(3)</b> Für die Einhaltung des Versandtermins ist der Tag der Übergabe der Ware durch uns an das Versandunternehmen maßgeblich."
"AGB_P_9.4","<b>(4)</b> Sofern wir verbindliche Lieferfristen nicht einhalten können, werden wir den Kunden hierüber unverzüglich informieren und die voraussichtliche neue Lieferfrist mitteilen. Ist die Leistung auch innerhalb der neuen Lieferfrist nicht verfügbar, sind wir berechtigt, ganz oder teilweise vom Vertrag zurückzutreten; eine bereits erbrachte Gegenleistung des Kunden werden wir unverzüglich erstatten. Als Fall der Nichtverfügbarkeit der Leistung in diesem Sinne gilt insbesondere die nicht rechtzeitige Selbstbelieferung durch unseren Zulieferer, wenn wir ein kongruentes Deckungsgeschäft abgeschlossen haben, weder uns noch unseren Zulieferer ein Verschulden trifft oder wir im Einzelfall zur Beschaffung nicht verpflichtet sind. Gleiches gilt auch, soweit sich bei der vor Produktionsbeginn durchgeführten individuellen Prüfung des Auftrags herausstellt, dass das bestellte Werkstück technisch auf gängigen Maschinen nicht herstellbar ist."
"AGB_P_9.5","<b>(5)</b> Der Eintritt unseres Lieferverzugs bestimmt sich nach den gesetzlichen Vorschriften. In jedem Fall ist eine Mahnung durch den Kunden erforderlich. Bei Lieferverzug kann der Kunde einen pauschalierten Ersatz seines Verzugsschadens verlangen. Die Schadenspauschale beträgt für jede vollendete Kalenderwoche des Verzugs 0,5% des Nettopreises (Lieferwert), insgesamt höchstens 5% des Lieferwerts der verspätet gelieferten Ware. Uns bleibt der Nachweis vorbehalten, dass dem Kunden kein Schaden oder nur ein wesentlich geringerer Schaden als vorstehende Pauschale entstanden ist."
"aircraftGradeAluminum","Flugzeugaluminium"
"aluminum","Aluminium"
"anodize","Eloxieren"
"answersToCADManufacturingAndDelivery","Antworten zu CAD, Fertigung und Lieferung"
"april","April"
"asCustomMadeItem","Als Einzelanfertigung"
"august","August"
"availableMaterials","verfügbare Materialien"
"beginning","Anfang"
"bernhardFelixStory1","Bernhard Römer und Felix Furtmayr lernten sich während des Bachelor-Studienganges Maschinenbau an der <a href=\"http://www.thi.de/\" title=\"Technische Hochschule Ingolstadt\">TH Ingolstadt</a> kennen. Während ihrer Abschlussarbeiten stellten sie fest, dass Präzisionsteile für Privatkunden und Studenten oft schwer beschaffbar sind. Denn Auftragsfertiger schlagen sich ungern mit wenig lukrativen und aufwändigen Einzelstücken oder mit unvollständigen Zeichnungen herum. So entstand die Idee, CNC-gefertigte Sonderteile im Internet zu vertreiben, den Zugang zu erleichtern und den Gesamtprozess zu optimieren. Die beiden Gründer fassten den Entschluss, sich mit dem Vorhaben selbständig zu machen."
"bernhardFelixStory2","Nach und nach wurde weiter recherchiert, ein Netzwerk aus Kontakten aufgebaut und die Idee konkretisiert. Mit Unterstützung der <a href=\"http://www.th-nuernberg.de/\" title=\"Technische Hochschule Nürnberg\">TH Nürnberg</a> sowie der <a href=\"https://www.fau.de/\" title=\"Friedrich Alexander Universität Erlangen-Nürnberg\">FAU Erlangen</a> widmeten beide Gründer ihre Masterarbeiten der weiteren Ausarbeitung des Vorhabens. Im Oktober 2014 wurde das Team um drei Programmierer erweitert. Ein Exist-Gründerstipendium gewährleistete die Anfangsfinanzierung des Projekts. Es wurde begonnen mit einer Drehmaschine in der eigenen Garage. Seit 2017 wurde ein Partnernetzwerk aufgebaut, sodass sich das Team mehr und mehr auf die Optimierung des Prozesses und Softwarekomponenten fokussieren konnte."
"blackAndWhite","schwarz und weiß"
"brass","Messing"
"bronze","Bronze"
"cadPrototypeStory","CAD-Prototyp. Erfahrungen zur Branche sammeln. Recherche Konkurrenz. Personalbeschaffung. Bewerbung Gründerstipendium"
"cadTutorials","CAD-Tutorials"
"cadUsageHeadline","Bedienung des Online-CAD"
"cancelDelivery","Auftrag stornieren"
"caseHardenedSteel","Einsatzstahl"
"cebitAndHannover","Aussteller auf der CeBit und Hannovermesse"
"ceo","Geschäftsführung"
"coo","Geschäftsführung"
"cto","Technische Leitung"
"chooseFile","Datei wählen"
"cncTurnedPartsFooter","CNC-Dreh- und Frästeile"
"commentToYourDrawing","Mitteilung zu Ihrer technischen Zeichnung."
"constructionSteel","Baustahl"
"contact","Kontakt"
"contactAndImprint","Kontakt und Impressum"
"cookieText","Diese Website verwendet Google Analytics, das auf Ihrem PC Cookies speichert. Um dies zu umgehen, empfehlen wir in Firefox den dauerhaften privaten Modus oder <a title=\"Firefox Plugin Ghostery\" href=\"https://addons.mozilla.org/de/firefox/addon/ghostery/\">Ghostery</a>. Die Website kann weiterhin ohne Einschränkungen benutzt werden."
"copperClasses","Kupferwerkstoffe"
"costEffective1","Genauigkeit verursacht Kosten. Legen Sie Toleranzen nur so genau fest, wie für die Funktion erforderlich. Präzise Teile müssen zunächst grob herausgearbeitet, nachvermessen und dann feinbearbeitet werden."
"costEffective2","Die Durchmessermaße vieler Rohmaterialien sind oftmals runde Maße wie 20, 60 oder 80 mm. Falls möglich, konstruieren Sie den größten Durchmesser 1 mm kleiner als das nächste runde Maß - z.B. 119 anstatt 120 mm. So kann das Teil mit geringem Aufwand aus dem Rohmaterial 120 mm gefertigt werden."
