"AGB_P_10.1","<b>(1)</b> Until the full payment of the purchase price is done all the delivered products are owned by Rapidfacture."
"AGB_P_10.2","<b>(2)</b> The customer is not entitled, without our prior written consent, to resell the goods subject to retention of title delivered by us."
"AGB_P_10.3","<b>(3)</b> The customer is authorized to process the goods subject to retention of title in the ordinary course of business in accordance with the following provisions:"
"AGB_P_10.4","(a) The retention of title extends to the full value of the products resulting from the processing, mixing or combination of our goods, whereby we are considered the manufacturer. If, during processing or connection with goods of third parties, their ownership rights remain, we acquire co-ownership in proportion of the invoice value of the processed or connected goods. The same applies to the resulting product as to the goods delivered under retention of title."
"AGB_P_10.5","(b) The customer hereby assigns to us the claims against third parties arising from the resale of the product in its entirety or in the amount of our possible co-ownership share, in accordance with the preceding paragraph. We accept the assignment."
"AGB_P_10.6","(c) To collect the claim, the customer remains authorized next to us. We undertake not to collect the claim as long as the customer meets his payment obligations to us, does not default in payment, no petition for the opening of insolvency proceedings has been filed and no other lack of his efficiency exists. However, if this is the case, we can demand that the customer notify us of the assigned claims and their debtors, provide all information necessary for collection, hand over the associated documents and notify the debtors (third parties) of the assignment."
"AGB_P_11.1","<b>(1)</b> Rapidfacture guarantees the production of perfect goods according to manufacturing aspects. For this purpose technical details made in drawings such as dimensions and surface properties are decisive. The function of components in use can not be guaranteed because Rapidfacture neither knows the intended use nor is it involved in the design. For damaged or destroyed components (for example, too high forces, corrosion, continuous stress, wrong choice of material) is therefore not guaranteed."
"AGB_P_11.2","<b>(2)</b> The warranty period from delivery is two years for private customers, twelve months for business customers."
"AGB_P_11.3","<b>(3)</b> Private customers we ask for a direct examination of the received goods. Obvious defects, wrong deliveries, incorrect or additional quantities must be reported to us in writing within 2 weeks after the occurrence of the defect. Claims for damages of the customer due to obvious material defects of the delivered goods are excluded, if the defect is not reported to us within a period of two weeks after delivery of the goods. In the case of material defects, rectification of defects or delivery of faultless goods may be required. The defective goods have to be returned to Rapidfacture in any case."
"Corporate customers must inspect the goods carefully after sending them. The goods shall be deemed as approved by the customer if obvious defects are not reported to us within five working days after delivery or minor defects not within five working days after their discovery. In the event of defects","Rapidfacture can choose between rectification of the defect or the delivery of faultless goods. The decision will be made in writing (also by fax or e-mail) to the customer within three working days after notification of the defect. We can refuse the type of supplementary performance chosen by the customer"
"AGB_P_11.4","<b>(4)</b> If the supplementary performance fails or is unacceptable to the customer or Rapidfacture refuses subsequent performance, the customer is entitled in each case in accordance with applicable law, to withdraw from the contract, to reduce the purchase price or to claim damages or reimbursement of his futile expenses."
"AGB_P_11.5","<b>(5)</b> Technical data and material prices on our website are reference values, for the correctness of which no liability is assumed. The calculation software of the website serves as a help for rough layout. Rapidfacture does not guarantee the correctness of the results."
"AGB_P_12.1","<b>(1)</b> Unless otherwise results from these General Terms and Conditions and the subsequent provisions, we will be liable on violation of the contractual and non-contractual duties, according to the relevant legal regulations."
"AGB_P_12.2","<b>(2)</b> Rapidfacture is liable for damages for whatever legal reason in case of intent or gross negligence. In the case of simple negligence, only for damages resulting from injury to life, limb or health as well as for damages resulting from the violation of a material contractual obligation. In this case, liability is limited to compensation for foreseeable, typically occurring damage. For damages from impossibility and delay Rapidfacture is liable for the violation of cardinal obligations."
"AGB_P_12.3","<b>(3)</b> These limitations of liability do not apply to fraudulently concealed defects, violation of an additionally agreed quality guarantee or customer claims under the product liability law."
"AGB_P_12.4","<b>(4)</b> In the case of a breach of duty outside of defects, the purchaser can only resign or terminate if Rapidfacture is responsible for the infringement. A free right of termination of the orderer - in particular gem. §§651, 649 BGB - is excluded. The legal requirements and legal consequences apply."
"AGB_P_12.5","<b>(5)</b> The data communication via the Internet can not be guaranteed error-free and/or available at any time, according to the current state of the art. In this respect, Rapidfacture is not liable for the continuous or uninterrupted availability of the website and the services offered there."
"AGB_P_12.6","<b>(6)</b> In case of infringement of foreign property rights by a delivery item according to drawings, models, samples, developments or other information of the customer or using parts provided by the customer, the customer has to indemnify us from claims and to compensate the damages incurred as well as the necessary costs of legal defense as far as the customer is responsible for the breach of duty."
"AGB_P_13.1","<b>(1)</b> There is no right of withdrawal according to the statutory provisions (§312 g BGB), as all products distributed by us, including all products on our website, are individually manufactured to customer specifications, not prefabricated goods. However, if an order is not yet in production, an order may be canceled at the discretion of Rapidfacture. In this case we ask you to contact us immediately by phone."
"AGB_P_13.2","<b>(2)</b> Although we only sell custom-made products without right of revocation, the legislator causes us to point out the customary right of withdrawal of private customers for prefabricated goods: You have the right to withdraw from this contract within 14 days without giving reasons. The cancellation period is 14 days from the day on which you or a third party named by you, who is not a carrier, has taken possession of the goods. To revoke, you must send us a statement by letter, fax or e-mail about your decision by a clear statement within the cancellation period. You can find our cancellation form <a href='../img/downloads/widerrufsformular.pdf'>here</a> for download"
"AGB_P_14.1","<b>(1)</b> The contract of sale existing between us and the customer is subject to the law of the Federal Republic of Germany, excluding the UN Convention on the International Sale of Goods (CISG) - subject to mandatory international private law regulation. Jurisdiction of all disputes is based on the statutory provisions."
"AGB_P_14.2","<b>(2)</b> If the customer is a businessman in the sense of §1, section 1 of the German Commercial Code (HGB), a legal entity under public law or a special fund under public law, only the courts at the headquarters of Rapidfacture are responsible for all disputes arising out of or in connection with the contractual relationship in question. In all other cases, we or the customer may file suit before any court of competent jurisdiction."
"AGB_P_14.3","<b>(3)</b> Claims of the customer from the contract are not transferable or assignable."
"AGB_P_14.4","<b>(4)</b> The place of jurisdiction is Ingolstadt."
"AGB_P_2.1","<b>(1)</b> When using the online-portal www.rapidfacture.com, the customer can use various services. This includes for example sending finished technical drawings to Rapidfacture and creating new technical drawings in the Rapidfacture Online-CAD. The customer undertakes to comply with these Terms and Conditions and the applicable law, in particular criminal law, competition law, trademark law, copyright law, privacy right, data protection law when using the online-portal and do not violate any rights of third parties."
"AGB_P_2.2","<b>(2)</b> The user is prohibited from manipulating the operation of the online-portal or the underlying technical infrastructure and its functions. Copying, overwriting, modifying the programming code and/or other content is also prohibited."
"AGB_P_3.1","<b>(1)</b> With successful registration on www.rapidfacture.com the customer receives an account. Corporate customers can also create users or a user profile for the respective employees. The account or the user profile is protected by a user name and a password (hereinafter login data)"
"AGB_P_3.2","<b>(2)</b> The customer assures that the data used in the creation of his account or the user profile are correct and complete. The customer is obliged to change any revised data immediately in his account or user-profile on the online-portal."
"AGB_P_3.3","<b>(3)</b> The customer can delete his account or his user-profile at any time irrevocably. The notice of termination must be sent by e-mail to info@rapidfacture.com or by mail to Rapidfacture GmbH, Lerchenhöhe 22, DE-85276 Pfaffenhofen."
"AGB_P_4.1","<b>(1)</b> Our offers are always non-binding."
"AGB_P_4.2","<b>(2)</b> All delivery periods begin with advance payment on the day of receipt of the full purchase price. When paying by cash on delivery / invoice on the day of the conclusion of the purchase contract."
"AGB_P_4.3","<b>(3)</b> We will send the customer a confirmation of receipt immediately upon receipt of the request. This does not constitute acceptance of the offer. Rapidfacture will review the offer, submitted by the customer, for its legal and factual feasibility. The offer shall only be deemed accepted by us as soon as we declare acceptance to the customer (via e-mail) or send the goods. The contract with the customer comes only with our acceptance. Unless otherwise stated in the order, we are entitled to accept the contract offer within two weeks of its receipt."
"AGB_P_4.4","<b>(4)</b> Rapidfacture is entitled, i.a. to withdraw in whole or in part of any following cases:"
"AGB_P_4.5","(a) The manufacturing or delivery of the product is made considerably more difficult or impossible due to force majeure and events (in particular war or emergency conditions, unrest, strike, lockout, official order, raw material shortage and illnesses; also , all of which are also provided by suppliers of Rapidfacture)."
"AGB_P_4.6","(b) The manufacturing of the product is subject to particular technical problems which were not foreseeable at the time of the order."
"AGB_P_4.7","(c) The manufacturing of the product through Rapidfacture is unacceptable for economic reasons, which were not foreseeable at the time of the order."
"AGB_P_4.8","(d) The customer becomes insolvent or the insolvency proceedings are opened over the assets of the customer."
"AGB_P_5.1","See <a href='https://www.rapidfacture.com/en/privacy-policy.html'>Privacy Policy</a>"
"AGB_P_6.1","<b>(1)</b> Our prices include the statutory sales tax, packaging and shipping costs. Any duties, fees, taxes and other public charges shall be borne by the customer."
"AGB_P_6.2","<b>(2)</b> Unless otherwise agreed, the payment is made at the customer's option by invoice/bank transfer or by PayPal."
"AGB_P_6.3","<b>(3)</b> The invoices are sent electronically to the customer's registered e-mail address. Customers domiciled in Germany also have the right to demand the mailing of a bill from Rapidfacture within 6 months of the date of issue. To do this, the customer must send an e-mail to bill@rapidfacture.com."
"AGB_P_6.4","<b>(4)</b> For delivery on account, the payment is unless otherwise agreed due within 5 working days after receipt of the invoice to the customer."
"AGB_P_6.5","<b>(5)</b> In certain cases, Rapidfacture reserves the right to sell the goods exclusively by cash in advance. The payment must then be made within 3 working days."
"AGB_P_6.6","<b>(6)</b> The customer has no right of set-off or retention, unless the counterclaim is undisputed or legally established."
"AGB_P_6.7","<b>(7)</b> After the due date, Rapidfacture can charge default interest in the amount of 8% above the respective base interest rate, but at least 12%, per year. Rapidfacture reserves the right to assert further damage caused by delay. With respect to merchants, the claim of Rapidfacture on the commercial maturity interest according to §353 HGB remains unaffected."
"AGB_P_7.1","<b>(1)</b> The products are manufactured according to the product specifications given by the customer. The usability of the product for a customer's intended purpose is the customer's risk."
"AGB_P_7.2","<b>(2)</b> The products are manufactured by third parties or by Rapidfacture itself. Rapidfacture is not obliged to inform the customer about this."
"AGB_P_7.3","<b>(3)</b> If the customer makes a request to Rapidfacture and subsequently receives information from the executed manufacturing partner, the customer may not bypass the order from Rapidfacture to place his order directly at the Rapidfacture manufacturing-partner."
"AGB_P_7.4","<b>(5)</b> If not declared otherwise, dimension tolerances for our delivered parts are according to DIN 2768-m."
"AGB_P_8.1","<b>(1)</b> Unless otherwise agreed, Rapidfacture determines the mode of shipment and the carrier. We are entitled to partial deliveries of separately usable products, whereby we carry the additionally caused shipping costs."
"AGB_P_8.2","<b>(2)</b> We owe only the timely, proper delivery of the goods to the carrier and are not responsible for delays caused by the carrier. A shipping time specified by us is therefore not binding."
"AGB_P_8.3","<b>(3)</b> For private customers, the risk of accidental destruction, accidental damage or accidental loss of the delivered goods is transferred to the customer at the time the goods are delivered to the customer or the customer defaults on acceptance. In all other cases, the risk passes to the customer when the goods are delivered to the transport company."
"AGB_P_8.4","<b>(4)</b> We insure the goods on explicit customer request against the usual transport risks."
"AGB_P_8.5","<b>(5)</b> The customer may not refuse to accept deliveries with minor defects."
"AGB_P_9.1","<b>(1)</b> Unless a fixed shipping date has been agreed, specified deadlines and dates for shipping the goods are only approximate and may be exceeded by up to five working days."
"AGB_P_9.2","<b>(2)</b> All delivery periods begin with advance payment on the day of receipt of the full purchase price. When paying by cash on delivery/invoice, on the day of the conclusion of the purchase contract."
"AGB_P_9.3","<b>(3)</b> The date of delivery of the goods by us to the shipping company is decisive for compliance with the shipping date."
"AGB_P_9.4","<b>(4)</b> If we can not comply with binding delivery times, we will inform the customer immediately and notify the expected new delivery deadline. If the service is not available within the new delivery period, we are entitled to withdraw from the contract in whole or in part; we will reimburse immediately any consideration which are already provided by the customer. The unavailability of goods or services in this sense particularly includes our suppliers failing to deliver in good time if we have entered into a congruent covering transaction, if we have concluded a congruent hedging transaction, neither we nor our suppliers are at fault and we are not obliged to procure in individual cases. The same applies to the extent that the individual examination of the order before the start of production proves that the ordered part can not be produced technically on common machines."
"AGB_P_9.5","<b>(5)</b> The occurrence of our delay in delivery is determined according to the statutory regulations. In any case a reminder by the customer is absolutely necessary. In the event of delivery, the customer can claim. Die Schadenspauschale beträgt für jede vollendete Kalenderwoche des Verzugs 0,5% des Nettopreises (Lieferwert), insgesamt höchstens 5% des Lieferwerts der verspätet gelieferten Ware. Uns bleibt der Nachweis vorbehalten, dass dem Kunden kein Schaden oder nur ein wesentlich geringerer Schaden als vorstehende Pauschale entstanden ist."
"aircraftGradeAluminum","aircraft aluminium"
"aluminum","Aluminium"
"anodize","anodisation"
"answersToCADManufacturingAndDelivery","Answers regarding the CAD, production and delivery"
"april","April"
"asCustomMadeItem","As custom made item"
"august","August"
"availableMaterials","available materials"
"beginning","Beginning"
"bernhardFelixStory1","Bernhard Römer and Felix Furtmayr got to know each other during their mechanical engineering Bachelor at the <a href=\"http://www.thi.de/\" title=\"Technische Hochschule Ingolstadt\">TH Ingolstadt</a>. During their final thesis, they discovered that precision parts are often difficult to obtain for students and private customers. Because contract payers are reluctant to deal with little lucrative and elaborate individual pieces or with incomplecte drawings. The idea was to discribe CNC-manufactured parts on the internet, to facilitate access and to optimize the overall process. The two founders decided to do the project independently."
"bernhardFelixStory2","Gradually, a network of contacts was further investigated and the idea was concretized. With the support of the <a href=\"http://www.th-nuernberg.de/\" title=\"Technische Hochschule Nürnberg\">TH Nuremberg</a> and the <a href=\"https://www.fau.de/\" title=\"Friedrich Alexander Universität Erlangen-Nürnberg\">FAU Erlangen</a> , both founders devoted their master theses to the further elaboration of the project. In October 2014, the team was expanded by three programmers. An EXIST-founding scholarhip ensured the initial financing of the project. It started with a lathe in the own garage. Since 2017, a partner network has been set up so that the team could focus more and more on optimizing the process and software components."
"blackAndNatureColored","colours: black and natural"
"blackAndWhite","colours: black and white"
"brass","brass"
"bronze","bronze"
"cadPrototypeStory","CAD prototype. Collect industry experience. Research of competition. Team development. Application for founding grant."
"cadTutorials","CAD Tutorials"
"cadUsageHeadline","Operation of the online CAD"
"cancelDelivery","Cancel your order"
"caseHardenedSteel","case-hardened steel"
"cebitAndHannover","Exhibitor on the Cebit and the Hannovermesse for industry"
"ceo","CEO"
"coo","COO"
"cto","CTO"
"chooseFile","Choose file"
"cncTurnedPartsFooter","CNC turned and milled parts"
"commentToYourDrawing","Comment for your drawing."
"constructionSteel","construction steel"
"contact","Contact"
"contactAndImprint","Contact details and imprint"
"cookieText","This webpage uses Google Analytics, which saves cookies on your system. To avoid this, we suggest to use the browser plugin <a title=\"Firefox Plugin Ghostery\" href=\"https://addons.mozilla.org/de/firefox/addon/ghostery/\">Ghostery for Firefox</a>. This webpage will still function without cutbacks."
"copperClasses","Copper materials"
"costEffective1","Accuracy causes costs. Set tolerances only as accurately as required for the function. Preicse parts must first be workd out roughly, measured and then finely processed."
"costEffective2","The diameter dimensions of many raw materials are often round dimensions such as 20, 60 or 80 mm. If possible, construct the largest diameter 1 mm smaller than the next round dimension &mdash; e.g. 119 instead of 120 mm. This means that the part can be produced with little effort from the raw material 120 mm."
"costEffective3","Large ratios of length to diameter cause effort &mdash; ideal are ratios under 4:1. Long thin waves turn through during machining, so the processing speed must be reduced.When machining internal contours, the tools turn away, resulting in loss of accuracy. With an intermediate storage (Lunette), even very long workspieces can still be rotated &mdash; we do not offer this option. However, drawn/ground shafts can be worked on at the ends with little effort."
"costEffective4","Among our standard materials, V2A, V4A and bronze are the most expensive. For individual parts under 50 mm, the material costs are often negligible, but rise strongly with the diameter."
"costEffective5","Aluminium  is the easiest to work with. The steels V2A and V4A are harder to process due to their high toughness, making the production more expensive. Technical plastics such as POM or PA are well-machinable, but bend easily away, which may require additional devices."
"costEffective6","Fine structures and thin wall thickness below 3 mm are hard to produce, for the workpiece bends easily. The expense to mount the workpiece and the tendency for vibration rises."
"costEffectiveHeadline","Cost-efficient design"
"costHeadline","Costs?"
"couplingPins","Coupling pins"
"customersAboutUs","Our customers"
"customersFeedback_1",""
"customersFeedback_2","As a small special maschine builder I've always searched for such a portal."
"customersFeedback_3","Top, excellent fabrication and fast, Thumbs up!!"
"customersFeedback_4",""
"customersFeedback_5","By the way, compliment to your Online-Offer-System! The system is very easy to use and understand. I've searched for such a service without success until now, only by chance I found your site. And the fast and friendly contact could after all convince me, too."
"customersFeedback_6","Thanks a lot for your service and advice that exeeded all expectations!!!"
"customersFeedback_7","It is great how fast it worked out. Very good service and a solid online CAD concept."
"customersFeedback_8",""
"customersFeedback_9","If it should go quickly and must fit at the first attempt we always order at Rapidfacture! The possibility to know the price immediately is extremely important to us. This way we can quickly and precisely create offers for our customers."
"customersFeedback_10","German Aerospace Center"
"customersFeedback_DLR","We are proud to call DLR, the German national center for aerospace, energy and transportation research, our frequent and valued customer for a long time now and we look forward to expanding our partnership."
"customersFeedback_yuanda","Within 72h of our very first phone call, we started receiving daily shipments of parts in the order we needed them for assembly. Rapidfacture kept us up to date throughout and we were able to complete our prototypes in time for Hannover Messe."
"december","December"
"deliveryBeyondGermany","International deliveries"
"deliveryTime","Delivery time"
"devBackend","Backend Development"
"dev","Development"
"devCAD","CAD Developer"
"devCAM","CAM Developer"
"devUsability","Frontend Development Usability"
"disclaimer","Disclaimer"
"disclaimerContent1","The content of our website has been compiled with meticulous care and to the best of our knowledge. However, we cannot assume any liability for the up-to-dateness, completeness or accuracy of any of the pages. Pursuant to section 7, para. 1 of the TMG (Telemediengesetz – Tele Media Act by German law), we as service providers are liable for our own content on these pages in accordance with general laws. However, pursuant to sections 8 to 10 of the TMG, we as service providers are not under obligation to monitor external information provided or stored on our website. Once we have become aware of a specific infringement of the law, we will immediately remove the content in question. Any liability concerning this matter can only be assumed from the point in time at which the infringement becomes known to us."
"disclaimerContent2","Our website contains links to the websites of third parties (“external links”). As the content of these websites is not under our control, we cannot assume any liability for such external content. In all cases, the provider of information of the linked websites is liable for the content and accuracy of the information provided. At the point in time when the links were placed, no infringements of the law were recognisable to us. As soon as an infringement of the law becomes known to us, we will immediately remove the link in question."
"disclaimerContent3","The content and works published on this website are governed by the copyright laws of Germany. Any duplication, processing, distribution or any form of utilisation beyond the scope of copyright law shall require the prior written consent of the author or authors in question. If you locate any copyright issues on this webpage, please contact us an we will take care."
"disclaimerHeading1","Content"
"disclaimerHeading2","Links"
"disclaimerHeading3","Copyright"
"eCopper","e-copper"
"email","Email"
"end","End"
"EntryCommercialRegister","Entry commercial register"
"EntryCommercialRegisterNumber","Number"
"extendingTheSystem","System extension"
"facebookPage","RAPIDFACTURE Facebook Page"
"faq","FAQ"
"faqCADUsage","A short introduction video, as well as several tutorials are on our <a href=\"https://www.youtube.com/channel/UCk-4ZVVuNybHvxV3zQCWaaw\" title=\"Youtube Channel of RAPIDFACTURE\">YouTube channel</a>. If you have any questions, please feel free to contact us. Simply register using our <a href=\"contact.html\" title=\"Contact info and imprint\">contact form</a>."
"faqCancelDelivery","If you would like to cancel an order, please contact us immediately by phone. As far as possible, we stop the order for you. Please understand that an order can no longer be canceled once it is in production."
"faqCost","Costs are only incurred with one order. The use of our software and your request is of course free of charge."
"faqprivacyPolicy","We take privacy seriously and keep our IT infrastructure always up-to-date. All connections to the RAPIDFACTURE servers are protected by SSL encryption. Our servers are located in Munich, Germany. We are committed to data protection. Drawings and customer data are only passed on if it is required for the production and processing of the order. Drawings that are created in our online CAD without a login or drawings that are neither explicitly saved nor placed in the shopping cart are not saved."
"faqDeliveryBeyondGermany","We ship our products not only to customers within Germany or Europe, but also internationally."
"faqDeliveryTime","The delivery times are currently in the period of 1-3 weeks. We are working to reduce our delivery times. Many of the <a href=\"turning.html#materials\" title=\"Table of in-stock materials\">materials we offer</a> are now available in-stock up to diameter of 120 mm."
"faqMaterialPrices","Material costs play a subordinate role for single parts with small dimensions below 50 mm. Material costs rise with the diameter about square (according to the increase of the area . The majority of our in-stock materials are at several € per kg. The most expensive materials are V2A, V4A and in particular bronze, which cost more than € 10 per kg."
"faqPayment","We manufacture only after receipt of payment. We currently offer cash in advance as a means of payment. For larger orders, payment on account is also possible after consultation."
"faqPrices","Prices for custom-made products start at 40 €."
"faqQuality","We adhere to the <a href=\"http://www.drehteileverband.de/images/pdfs/technische_lieferbedingungen_fr_drehteile_2.0_2012.pdf\" title=\"Technischen Lieferbedingungen als pdf\">technical delivery conditions</a> of the <a href=\"http://www.drehteileverband.de/de/\" title=\"Website des Verbandes für Drehteile\">Association of the German Industrial Parts Industry.</a>"
"faqQuoteTime","We send an offer as soon as possible. This takes usually a maximum of three days."
"faqSamples","For series from 10 pieces you can get a sample part (e.g. to pre-test or modify). If the order for the series follows, you get the sample part at the serial price, otherwise it is billed as an item."
"faqStoredMaterials","Please view our list of in-stock materials on the <a href=\"turning.html#materials\" title=\"Table of in-stock materials\">Production info</a> page."
"faqSystemRequirements","A current version of your browser is required to use the online CAD. Because of the high programming effort, the CAD is not adapted for older versions of Internet Explorer (under version 10). Please update your browser, due to certain security vulnerabilities also in your self-interest, if necessary."
"faqTemplates","For a quick introduction to the CAD we recommend you to use one of our <a href=\"https://cad.rapidfacture.com/#/contour/templates\" title=\"CAD Standard Templates\">templates</a>. Maybe your required workpiece is already there, so only minor changes are needed."
"faqUnitPrices","The unit costs are strongly related to the number of pieces. There is an unavoidable, but only one time, cost per order for equipping the respective machine. If the unit price for a single part were to be 70 €, five parts might only cost 150 €. In case of higher quantities, it can also be further automated/optimized (bar loader, multi-spindle turning machine)."
"faqUploadingOwnData","Our Live Price works with turned parts. They can be uploaded as STEP file, importet and edited in the CAD. You may add Features and tolerances. Other drawind data can also be uploaded, but there will be no price estimation."
"faqWhoProducesParts","Since January 2016 we have our own production to ensure short delivery times and maximum quality. In the case of special requests, partner companies are at our side, which are exclusively German specialist companies."
"february","February"
"fitInfo","For precise diameter measurements, the fit system is often used to define the tolerance. The definition of fits is made by the <a title=\"Engineering fit on Wikipedia\" href=\"https://de.wikipedia.org/wiki/Passung\">fit system</a>, which is always composed of two parameters: An indication of the position of the tolerance (above/below the nominal diameter) and the accuracy indication. For example, the fit &bdquo;H7&ldquo; indicates that it is a fit with the location &bdquo;H&ldquo; (= close to the nominal diameter) with accuracy &bdquo;7&ldquo;. H7 is the right fit for many ball bearings &mdash; hardly any game, but still pushable by hand. For fits, tolerance class 7 (e.g. fit H7) is standard for CNC turning. Tolerance class 6 can even be achieved. For higher accuracy, the parts have to be sharpened in addition round after turning."
"fitInfoHeadline","Fits"
"fits","fits"
"for","for"
"fullCompanyName","Rapidfacture GmbH"
"generalInfoAboutProductionHeadline","General Information About Production"
"githubCode","RAPIDFACTURE: Public code on GitHub"
"gmbhFounding","GmbH founding"
"guidelinesForConstruction","Construction guidelines"
"guidelinesInfo","Guideline / Info"
"heatTreatedSteel","Q&T steel"
"history","History"
"holeCircle","Hole circle"
"ideaDev","Idea development"
"imprint","Imprint"
"introductionToCAD","Introduction to the CAD"
"introductionToCAD1","Start quickly with our templates, or learn more about the usage in our CAD-Tutorials."
"introductionToCAD2","Information about construction and manufacturing can be found <a href=\"/faq.html\" title=\"Information about construction and manufacturing\">here</a>."
"introductionToCAD3","Questions? <a href=\"/contact.html\" title=\"Contact\">Contact</a> us, or start with our <a href=\"/faq.html\" title=\"Frequently asked questions\">FAQ</a>."
"january","January"
"july","July"
"june","June"
"livePriceEstimateStory","Live Price Estimate; Templates, Shopping Basket, User accounts"
"machineOperator","Machine Operator"
"machineSteel","machinery steel"
"machiningSteel","machinery steel"
"mainAddressCity","Unterschleißheim"
"mainAddressCountry","Germany"
"mainAddressPostalCode","85716"
"mainAddressStreet","Max-Planck-Str. 7"
"mainPhoneNumber","+49 89 215 4018-0"
"Management","Management"
"march","March"
"marchAndApril","March and april"
"material","Material"
"materialPrices","Material price"
"materials","Materials"
"may","May"
"messageSent","Message has been delivered successfully."
"milestones","Milestones"
"millings","Millings"
"moreSimilarTemplates","More similar templates"
"muff","Muff"
"news","News"
"newsAboutPlans","Project news"
"newsletterHeadline","RAPIDFACTURE Newsletter"
"newsletterHeadline2","Regular updates about new features"
"november","November"
"october","October"
"openPartInCAD","Open part in CAD"
"outOfStock","not in stock"
"ownProduction","Own production"
"payment","Payment"
"phone","Phone"
"piece","piece"
"pieces","pieces"
"planningPhase","Planning phase"
"plastic","Plastic"
"pleaseFillInFields","Please fill in the fields"
"possibleProcessing","Possible processing"
"prices","Prices"
"production","Production"
"productionText1","Turning up to Ø 250 mm and 450 mm length in-house"
"productionText10","Heat treatment, coatings"
"productionText2","Partner companies for bigger parts (up to Ø 1400 mm) and micro parts (from Ø 0,2 mm)"
"productionText3","Prototypes from quantity 1, series up to 100,000 pieces"
"productionText4","Fits up to H6 in-house, H5 for external assignment (circular loops)"
"productionText5","Drilling on a partial circle or on the side with driven tools"
"productionText6","Standard metric and fine threads"
"productionText7","Imperial threads UNC (standard) and UNF (fine)"
"productionText8","Milling with driven tools"
"productionText9","Knurling"
